Paragraph,Characters,Character Bucket,Words,Word Bucket,Sentiment,Line
1634,154,151-175,29,026-030,0.13793103448275862,"For the Council of Vocations knows in its great wisdom where you are needed by your brother men, better than you can know it in your unworthy little minds"
1634,110,101-125,23,021-025,0.08695652173913043,"And if you are not needed by your brother man, there is no reason for you to burden the earth with your bodies"
1634,1,000-010,1,000-002,0,"”"
1635,78,076-010,16,016-020,-0.125,"We knew this well, in the years of our childhood, but our curse broke our will"
1635,94,076-010,17,016-020,-0.29411764705882354,"We were guilty and we confess it here: we were guilty of the great Transgression of Preference"
1635,53,051-075,10,009-010,0,"We preferred some work and some lessons to the others"
1635,89,076-010,17,016-020,-0.17647058823529413,"We did not listen well to the history of all the Councils elected since the Great Rebirth"
1635,34,026-050,7,006-008,0.2857142857142857,"But we loved the Science of Things"
1635,17,011-025,4,003-005,0.25,"We wished to know"
1635,69,076-010,14,011-015,0.21428571428571427,"We wished to know about all the things which make the earth around us"
1635,55,051-075,10,009-010,-0.1,"We asked so many questions that the Teachers forbade it"
1636,93,076-010,19,016-020,0.05263157894736842,"We think that there are mysteries in the sky and under the water and in the plants which grow"
1636,110,101-125,20,016-020,0.1,"But the Council of Scholars has said that there are no mysteries, and the Council of Scholars knows all things"
1636,37,026-050,7,006-008,0,"And we learned much from our Teachers"
1636,105,101-125,21,021-025,0,"We learned that the earth is flat and that the sun revolves around it, which causes the day and the night"
1636,100,076-010,21,021-025,0.14285714285714285,"We learned the names of all the winds which blow over the seas and push the sails of our great ships"
1636,56,051-075,12,011-015,0,"We learned how to bleed men to cure them of all ailments"
1637,30,026-050,6,006-008,0.3333333333333333,"We loved the Science of Things"
1637,386,more,78,more,-0.02564102564102564,"And in the darkness, in the secret hour, when we awoke in the night and there were no brothers around us, but only their shapes in the beds and their snores, we closed our eyes, and we held our lips shut, and we stopped our breath, that no shudder might let our brothers see or hear or guess, and we thought that we wished to be sent to the Home of the Scholars when our time would come"
1638,258,251-275,51,051-055,0.1568627450980392,"All the great modern inventions come from the Home of the Scholars, such as the newest one, which was found only a hundred years ago, of how to make candles from wax and string; also, how to make glass, which is put in our windows to protect us from the rain"
1638,127,126-150,24,021-025,0,"To find these things, the Scholars must study the earth and learn from the rivers, from the sands, from the winds and the rocks"
1638,74,076-010,16,016-020,0,"And if we went to the Home of the Scholars, we could learn from these also"
1638,65,076-010,12,011-015,0.16666666666666666,"We could ask questions of these, for they do not forbid questions"
1639,29,026-050,6,006-008,-0.16666666666666666,"And questions give us no rest"
1639,71,076-010,16,016-020,-0.0625,"We know not why our curse makes us seek we know not what, ever and ever"
1639,23,026-050,5,003-005,0,"But we cannot resist it"
1639,132,126-150,29,026-030,0.1724137931034483,"It whispers to us that there are great things on this earth of ours, and that we can know them if we try, and that we must know them"
1639,57,051-075,14,011-015,0,"We ask, why must we know, but it has no answer to give us"
1639,29,026-050,7,006-008,0,"We must know that we may know"
1640,51,051-075,12,011-015,0.08333333333333333,"So we wished to be sent to the Home of the Scholars"
1640,146,126-150,30,026-030,-0.13333333333333333,"We wished it so much that our hands trembled under the blankets in the night, and we bit our arm to stop that other pain which we could not endure"
1640,61,051-075,13,011-015,-0.07692307692307693,"It was evil and we dared not face our brothers in the morning"
1640,39,026-050,7,006-008,0.14285714285714285,"For men may wish nothing for themselves"
1640,184,176-200,36,036-040,0.08333333333333333,"And we were punished when the Council of Vocations came to give us our life Mandates which tell those who reach their fifteenth year what their work is to be for the rest of their days"
1641,88,076-010,18,016-020,0.16666666666666666,"The Council of Vocations came on the first day of spring, and they sat in the great hall"
1641,69,076-010,14,011-015,0.21428571428571427,"And we who were fifteen and all the Teachers came into the great hall"
1641,108,101-125,23,021-025,0,"And the Council of Vocations sat on a high dais, and they had but two words to speak to each of the Students"
1641,157,151-175,25,021-025,0,"They called the Students’ names, and when the Students stepped before them, one after another, the Council said: “Carpenter” or “Doctor” or “Cook” or “Leader"
1641,86,076-010,17,016-020,0.11764705882352941,"” Then each Student raised their right arm and said: “The will of our brothers be done"
1641,1,000-010,1,000-002,0,"”"
1642,120,101-125,23,021-025,0.08695652173913043,"Now if the Council has said “Carpenter” or “Cook,” the Students so assigned go to work and they do not study any further"
1642,156,151-175,30,026-030,0.23333333333333334,"But if the Council has said “Leader,” then those Students go into the Home of the Leaders, which is the greatest house in the City, for it has three stories"
1642,188,176-200,36,036-040,0.08333333333333333,"And there they study for many years, so that they may become candidates and be elected to the City Council and the State Council and the World Council—by a free and general vote of all men"
1642,65,076-010,15,011-015,-0.26666666666666666,"But we wished not to be a Leader, even though it is a great honor"
1642,25,026-050,6,006-008,0.16666666666666666,"We wished to be a Scholar"
1643,115,101-125,22,021-025,0.09090909090909091,"So we awaited our turn in the great hall and then we heard the Council of Vocations call our name: “Equality 7-2521"
1643,86,076-010,19,016-020,0,"” We walked to the dais, and our legs did not tremble, and we looked up at the Council"
1643,86,076-010,17,016-020,0,"There were five members of the Council, three of the male gender and two of the female"
1643,80,076-010,17,016-020,0,"Their hair was white and their faces were cracked as the clay of a dry river bed"
1643,13,011-025,3,003-005,0,"They were old"
1643,68,076-010,13,011-015,0,"They seemed older than the marble of the Temple of the World Council"
1643,40,026-050,9,009-010,0.2222222222222222,"They sat before us and they did not move"
1643,59,051-075,13,011-015,0,"And we saw no breath to stir the folds of their white togas"
1643,113,101-125,24,021-025,0,"But we knew that they were alive, for a finger of the hand of the oldest rose, pointed to us, and fell down again"
1643,106,101-125,21,021-025,0,"This was the only thing which moved, for the lips of the oldest did not move as they said: “Street Sweeper"
1643,1,000-010,1,000-002,0,"”"
1644,121,101-125,26,026-030,0.19230769230769232,"We felt the cords of our neck grow tight as our head rose higher to look upon the faces of the Council, and we were happy"
1644,64,076-010,16,016-020,0,"We knew we had been guilty, but now we had a way to atone for it"
1644,169,151-175,32,031-035,-0.03125,"We would accept our Life Mandate, and we would work for our brothers, gladly and willingly, and we would erase our sin against them, which they did not know, but we knew"
1644,74,076-010,14,011-015,0.35714285714285715,"So we were happy, and proud of ourselves and of our victory over ourselves"
1644,124,101-125,25,021-025,0.08,"We raised our right arm and we spoke, and our voice was the clearest, the steadiest voice in the hall that day, and we said:"
1645,33,026-050,7,006-008,0,"“The will of our brothers be done"
1645,1,000-010,1,000-002,0,"”"
1646,99,076-010,19,016-020,0.05263157894736842,"And we looked straight into the eyes of the Council, but their eyes were as cold blue glass buttons"
1647,47,051-075,10,009-010,0,"So we went into the Home of the Street Sweepers"
1647,37,026-050,9,009-010,-0.1111111111111111,"It is a grey house on a narrow street"
1647,125,101-125,27,026-030,0,"There is a sundial in its courtyard, by which the Council of the Home can tell the hours of the day and when to ring the bell"
1647,47,051-075,10,009-010,0,"When the bell rings, we all arise from our beds"
1647,52,051-075,12,011-015,0,"The sky is green and cold in our windows to the east"
1647,196,176-200,37,036-040,-0.02702702702702703,"The shadow on the sundial marks off a half-hour while we dress and eat our breakfast in the dining hall, where there are five long tables with twenty clay plates and twenty clay cups on each table"
1647,76,076-010,17,016-020,0,"Then we go to work in the streets of the City, with our brooms and our rakes"
1647,121,101-125,25,021-025,0.04,"In five hours, when the sun is high, we return to the Home and we eat our midday meal, for which one-half hour is allowed"
1647,24,026-050,6,006-008,0,"Then we go to work again"
1647,116,101-125,23,021-025,0,"In five hours, the shadows are blue on the pavements, and the sky is blue with a deep brightness which is not bright"
1647,53,051-075,11,011-015,0.09090909090909091,"We come back to have our dinner, which lasts one hour"
1647,101,101-125,21,021-025,0.047619047619047616,"Then the bell rings and we walk in a straight column to one of the City Halls, for the Social Meeting"
1647,66,076-010,12,011-015,0,"Other columns of men arrive from the Homes of the different Trades"
1647,137,126-150,28,026-030,0.07142857142857142,"The candles are lit, and the Councils of the different Homes stand in a pulpit, and they speak to us of our duties and of our brother men"
1647,179,176-200,34,031-035,0.058823529411764705,"Then visiting Leaders mount the pulpit and they read to us the speeches which were made in the City Council that day, for the City Council represents all men and all men must know"
1647,108,101-125,20,016-020,0.1,"Then we sing hymns, the Hymn of Brotherhood, and the Hymn of Equality, and the Hymn of the Collective Spirit"
1647,52,051-075,12,011-015,0,"The sky is a soggy purple when we return to the Home"
1647,109,101-125,21,021-025,0.047619047619047616,"Then the bell rings and we walk in a straight column to the City Theatre for three hours of Social Recreation"
1647,147,126-150,28,026-030,0.2857142857142857,"There a play is shown upon the stage, with two great choruses from the Home of the Actors, which speak and answer all together, in two great voices"
1647,43,051-075,10,009-010,0.3,"The plays are about toil and how good it is"
1647,50,051-075,11,011-015,0.18181818181818182,"Then we walk back to the Home in a straight column"
1647,90,076-010,17,016-020,0.058823529411764705,"The sky is like a black sieve pierced by silver drops that tremble, ready to burst through"
1647,42,051-075,7,006-008,-0.14285714285714285,"The moths beat against the street lanterns"
1647,57,051-075,13,011-015,0,"We go to our beds and we sleep, till the bell rings again"
1647,83,076-010,16,016-020,0.1875,"The sleeping halls are white and clean and bare of all things save one hundred beds"
1648,88,076-010,17,016-020,-0.058823529411764705,"Thus have we lived each day of four years, until two springs ago when our crime happened"
1648,43,051-075,9,009-010,0.2222222222222222,"Thus must all men live until they are forty"
1648,27,026-050,6,006-008,-0.16666666666666666,"At forty, they are worn out"
1648,75,076-010,16,016-020,0.125,"At forty, they are sent to the Home of the Useless, where the Old Ones live"
1648,58,051-075,13,011-015,-0.15384615384615385,"The Old Ones do not work, for the State takes care of them"
1648,64,076-010,15,011-015,-0.13333333333333333,"They sit in the sun in summer and they sit by the fire in winter"
1648,43,051-075,9,009-010,0.2222222222222222,"They do not speak often, for they are weary"
1648,43,051-075,10,009-010,-0.3,"The Old Ones know that they are soon to die"
1648,152,151-175,29,026-030,0.13793103448275862,"When a miracle happens and some live to be forty-five, they are the Ancient Ones, and the children stare at them when passing by the Home of the Useless"
1648,90,076-010,20,016-020,0.1,"Such is to be our life, as that of all our brothers and of the brothers who came before us"
1649,93,076-010,18,016-020,0,"Such would have been our life, had we not committed our crime which changed all things for us"
1649,48,051-075,11,011-015,-0.18181818181818182,"And it was our curse which drove us to our crime"
1649,108,101-125,21,021-025,0.2857142857142857,"We had been a good Street Sweeper and like all our brother Street Sweepers, save for our cursed wish to know"
1649,72,076-010,16,016-020,-0.0625,"We looked too long at the stars at night, and at the trees and the earth"
1649,148,126-150,28,026-030,0.03571428571428571,"And when we cleaned the yard of the Home of the Scholars, we gathered the glass vials, the pieces of metal, the dried bones which they had discarded"
1649,82,076-010,18,016-020,0.1111111111111111,"We wished to keep these things and to study them, but we had no place to hide them"
1649,39,026-050,8,006-008,0,"So we carried them to the City Cesspool"
